uid,age,sex,active_date,limit
23132,25,01,2016-06-18,5.2921539288
47462,30,01,2016-06-24,6.2920545271
52545,30,01,2016-01-06,5.9746772897
71750,35,01,2015-12-28,5.7227683627
66710,35,01,2016-05-31,5.7227683627
89244,30,01,2016-04-14,6.2920545271
1517,30,01,2016-06-22,5.2921539288
40575,30,01,2016-06-22,6.2920545271
22493,40,01,2016-03-17,6.2920545271
16241,35,02,2016-02-16,5.9746772897
25720,30,02,2016-03-08,5.2921539288
80934,30,01,2016-02-16,6.1534138563
26506,35,01,2016-03-26,6.2920545271
79623,30,01,2016-04-29,6.2920545271
36973,30,01,2016-04-24,6.1534138563
12929,30,01,2016-06-08,6.1534138563
78814,30,01,2016-02-06,5.7227683627
21660,40,01,2016-03-27,6.1534138563
24932,45,01,2016-03-30,6.1534138563
899,35,01,2016-02-15,6.2920545271
1797,35,01,2016-02-05,5.9746772897
83216,40,01,2016-01-28,5.2921539288
34948,35,01,2016-03-31,6.1534138563
86077,35,01,2016-02-10,5.7227683627
46799,25,01,2016-01-28,5.2921539288
58634,35,02,2015-12-30,6.1534138563
10630,35,01,2015-12-24,5.9746772897
6248,35,01,2016-02-13,6.2920545271
84359,40,01,2016-05-08,6.2920545271
3761,30,02,2016-03-28,6.1534138563
83838,30,01,2016-06-20,6.2920545271
10478,35,01,2016-01-19,5.7227683627
53484,35,02,2016-04-20,6.1534138563
65994,30,01,2016-06-28,5.9746772897
44375,30,01,2016-03-23,5.7227683627
78098,40,01,2016-01-28,6.1534138563
13207,35,01,2016-02-14,5.7227683627
41167,30,01,2016-05-12,5.9746772897
36262,30,01,2016-06-02,5.9746772897
425,35,01,2016-06-18,6.1534138563
8470,25,01,2016-01-29,5.2921539288
37721,35,02,2016-06-18,6.2920545271
47373,30,01,2016-01-21,5.7227683627
61651,45,02,2016-03-29,5.9746772897
47301,50,02,2016-05-31,5.9746772897
13077,35,01,2015-12-17,5.9746772897
40797,30,01,2016-06-30,6.2920545271
102,35,01,2016-06-21,5.7227683627
90215,45,01,2016-02-06,5.9746772897
6544,35,01,2016-01-08,5.9746772897
30181,30,01,2016-06-11,6.1534138563
51857,30,01,2016-02-25,5.9746772897
35792,25,01,2016-02-02,5.2921539288
58993,35,01,2016-02-16,6.2920545271
88318,30,01,2015-12-17,6.2920545271
11487,30,01,2016-04-22,6.1534138563
57929,40,02,2016-04-12,5.7227683627
62503,35,01,2015-12-16,6.2920545271
29186,40,01,2016-02-16,5.7227683627
12799,35,01,2016-01-10,6.2920545271
4257,35,01,2016-01-04,5.7227683627
25416,35,01,2016-01-28,5.2921539288
48603,30,01,2016-01-24,5.7227683627
84509,30,01,2015-12-29,6.2920545271
34257,30,01,2016-03-28,5.7227683627
46124,35,01,2016-03-16,6.1534138563
73803,30,01,2016-02-25,6.1534138563
27237,30,01,2016-03-30,5.9746772897
23605,40,01,2016-03-16,5.7227683627
22676,25,01,2016-04-11,5.2921539288
21062,35,01,2016-04-09,5.2921539288
86744,45,01,2016-01-28,5.9746772897
5942,35,01,2016-02-12,5.9746772897
47979,30,01,2016-04-20,5.2921539288
38211,25,02,2016-05-06,5.2921539288
23410,35,01,2016-04-26,5.7227683627
50274,25,01,2016-04-21,5.7227683627
38782,25,02,2016-05-17,5.2921539288
73774,30,01,2016-04-03,5.9746772897
5045,35,01,2016-04-21,6.2920545271
66120,25,02,2016-06-07,5.2921539288
83823,40,01,2016-06-30,6.2920545271
68523,30,01,2016-05-21,5.7227683627
37832,25,01,2016-04-23,5.7227683627
36911,30,01,2016-04-26,5.2921539288
65184,30,01,2016-03-22,5.2921539288
40393,30,01,2016-01-28,5.9746772897
80533,45,01,2015-12-02,5.9746772897
49911,35,01,2016-04-13,6.1534138563
1526,30,01,2016-02-16,5.2921539288
22749,35,01,2016-03-18,6.1534138563
39478,50,02,2016-01-02,6.2920545271
42327,30,02,2016-02-16,5.9746772897
75733,40,01,2016-02-09,6.1534138563
54982,30,01,2016-06-15,5.2921539288
42136,30,01,2016-06-23,5.9746772897
2024,25,01,2016-03-18,5.2921539288
47765,30,01,2016-05-14,5.2921539288
40733,30,01,2016-05-14,6.1534138563
1981,35,01,2015-12-21,5.7227683627
49124,35,01,2016-04-23,6.2920545271
58941,30,01,2016-01-28,6.2920545271
11562,30,02,2016-03-05,5.2921539288
82375,25,01,2016-01-05,5.9746772897
61778,35,01,2016-03-19,5.7227683627
42132,25,01,2016-06-07,5.9746772897
34394,40,01,2016-05-10,5.9746772897
88269,30,01,2016-02-13,5.9746772897
21745,25,01,2015-12-31,6.2920545271
40967,30,01,2016-06-30,5.9746772897
86076,50,01,2016-04-02,5.7227683627
68233,25,01,2016-03-29,5.9746772897
15024,35,01,2016-05-24,6.2920545271
12531,40,01,2016-01-05,6.1534138563
25302,25,01,2016-02-14,5.9746772897
20003,40,01,2016-06-22,6.1534138563
82568,35,01,2016-06-16,6.2920545271
90371,30,01,2016-06-04,5.2921539288
67664,35,01,2016-06-28,5.7227683627
21195,40,01,2016-02-15,5.9746772897
89395,30,01,2016-02-16,5.7227683627
47271,40,01,2016-04-21,5.9746772897
77260,40,01,2016-04-20,6.2920545271
54408,30,02,2016-05-29,5.9746772897
52314,30,01,2015-12-17,5.2921539288
64208,25,01,2016-04-19,5.2921539288
67012,35,01,2016-03-26,6.2920545271
7399,35,01,2016-03-12,6.1534138563
58873,25,01,2016-05-22,5.2921539288
15651,30,01,2015-12-30,6.2920545271
49034,25,01,2016-06-16,5.2921539288
73665,40,01,2016-06-16,6.2920545271
3684,30,01,2016-06-24,5.2921539288
11987,30,01,2016-06-18,5.2921539288
63486,25,01,2016-06-26,5.2921539288
37208,50,01,2016-06-13,5.7227683627
53054,35,01,2016-05-20,5.9746772897
17548,40,01,2016-06-24,5.9746772897
4002,40,01,2016-02-16,6.2920545271
16032,30,01,2016-04-07,5.2921539288
84116,30,01,2016-04-26,6.1534138563
67234,30,01,2016-03-29,5.7227683627
57815,35,01,2016-03-15,6.1534138563
60806,40,02,2016-02-26,5.9746772897
57892,40,01,2016-06-16,6.2920545271
53280,30,01,2016-06-13,5.9746772897
65346,25,01,2016-02-16,5.7227683627
64109,35,02,2016-06-04,5.9746772897
46030,30,01,2016-05-24,5.2921539288
64370,30,01,2016-03-22,5.9746772897
74270,25,01,2016-03-10,5.7227683627
40484,25,02,2016-03-12,5.7227683627
35507,35,02,2016-03-17,5.2921539288
41253,35,01,2016-03-12,5.2921539288
67056,25,01,2016-01-30,5.2921539288
52861,30,01,2015-12-15,6.1534138563
12306,30,02,2016-02-09,5.7227683627
21111,45,02,2016-05-25,5.2921539288
55458,40,01,2016-02-23,6.1534138563
20044,40,02,2016-04-17,5.7227683627
74979,25,01,2016-01-30,6.1534138563
87596,30,01,2015-12-02,5.7227683627
1235,35,01,2015-12-24,6.2920545271
16060,35,01,2016-01-20,5.2921539288
17819,35,01,2016-01-28,6.1534138563
4611,35,01,2015-12-27,6.2920545271
1306,30,02,2016-05-02,6.2920545271
7997,40,01,2016-02-03,6.1534138563
10091,30,01,2015-12-08,5.7227683627
1735,30,01,2016-06-15,6.2920545271
30229,30,01,2016-06-26,5.7227683627
22266,50,01,2016-04-20,6.2920545271
3996,50,01,2016-01-27,5.9746772897
67626,40,01,2016-01-12,6.2920545271
40296,35,01,2016-06-16,6.2920545271
31340,40,01,2016-01-28,6.1534138563
43353,35,01,2016-01-28,5.2921539288
45763,35,01,2016-04-27,6.2920545271
18446,30,01,2016-04-28,6.2920545271
71798,30,01,2016-05-14,5.2921539288
53925,35,01,2016-04-09,6.2920545271
11456,30,01,2016-03-29,5.9746772897
85154,30,01,2016-05-04,6.1534138563
37567,30,01,2016-05-30,5.7227683627
67330,40,01,2016-04-20,6.2920545271
5593,40,01,2015-12-31,6.2920545271
20979,25,01,2016-04-15,5.2921539288
29168,30,01,2015-12-30,5.7227683627
16771,30,02,2016-06-30,6.2920545271
47570,35,01,2016-05-20,6.2920545271
8477,35,01,2016-01-28,6.1534138563
79053,50,01,2016-01-30,6.2920545271
25034,50,02,2016-06-12,6.1534138563
67985,45,01,2016-02-02,5.9746772897
31106,35,01,2016-02-09,5.2921539288
24451,35,02,2016-06-29,5.2921539288
78984,35,01,2015-12-02,6.2920545271
43775,30,01,2016-03-15,5.2921539288
86519,30,01,2016-03-15,6.1534138563
34647,35,02,2016-01-30,5.7227683627
9389,35,01,2016-05-27,5.7227683627
74478,30,01,2016-02-16,5.9746772897
78955,30,01,2016-04-15,5.2921539288
37140,35,01,2016-03-29,6.2920545271
81853,35,01,2015-12-27,5.2921539288
35785,40,01,2016-01-07,6.2920545271
40231,40,01,2016-01-28,5.9746772897
71581,30,01,2016-03-20,5.9746772897
1579,35,01,2015-12-18,6.2920545271
21927,30,01,2016-01-28,5.2921539288
7571,30,01,2016-03-29,5.7227683627
51502,35,01,2016-06-28,5.2921539288
90580,35,01,2016-04-26,5.2921539288
19487,40,01,2016-06-04,6.1534138563
89019,40,01,2015-12-10,6.2920545271
43868,35,01,2015-12-16,6.2920545271
10431,25,01,2016-03-21,5.7227683627
5997,35,01,2016-06-16,6.2920545271
86419,40,01,2016-04-26,6.1534138563
72564,35,01,2016-05-06,6.2920545271
35692,25,02,2016-06-16,6.2920545271
65935,25,01,2016-06-16,5.9746772897
56192,30,01,2016-03-16,5.7227683627
67052,35,01,2015-12-31,6.2920545271
44649,30,01,2016-05-05,5.7227683627
63584,35,01,2015-12-17,5.9746772897
20695,35,02,2016-01-28,5.2921539288
80647,35,01,2016-01-28,5.7227683627
15387,35,01,2016-06-02,6.2920545271
86820,40,02,2016-04-24,6.2920545271
85172,30,01,2016-06-16,5.7227683627
84742,35,01,2016-05-07,5.7227683627
81234,30,01,2016-01-15,5.7227683627
36898,35,01,2016-05-02,6.2920545271
20462,45,01,2016-01-09,5.7227683627
22083,40,01,2015-12-21,5.7227683627
82136,35,01,2016-02-16,5.2921539288
19323,35,01,2015-12-17,6.2920545271
18648,30,01,2015-12-02,5.7227683627
59770,50,01,2016-03-29,6.1534138563
345,25,01,2016-06-15,5.2921539288
33971,30,01,2016-05-21,5.7227683627
39823,35,01,2016-04-20,6.2920545271
40030,45,01,2016-02-16,5.9746772897
83492,35,01,2016-03-29,5.9746772897
22307,25,01,2016-04-20,5.7227683627
73257,35,01,2016-04-06,6.2920545271
6064,35,01,2016-06-16,6.1534138563
64512,30,01,2016-05-21,6.1534138563
63716,30,01,2016-03-29,6.1534138563
65380,25,01,2015-12-27,6.2920545271
46796,30,01,2016-02-23,5.7227683627
6166,35,01,2016-02-19,6.2920545271
12834,35,01,2016-04-07,6.2920545271
72780,50,01,2016-04-12,5.7227683627
39941,35,01,2016-05-21,6.1534138563
89021,30,01,2016-03-26,5.7227683627
54850,30,02,2016-05-02,6.2920545271
42719,35,01,2016-06-10,6.2920545271
21196,30,01,2016-04-22,6.2920545271
26766,35,01,2016-01-31,6.1534138563
19631,35,01,2016-02-03,6.2920545271
51625,35,01,2016-04-17,6.2920545271
50441,30,01,2016-06-29,5.2921539288
5698,45,01,2016-02-15,6.2920545271
26904,30,01,2016-01-28,5.7227683627
86499,45,01,2016-02-01,6.1534138563
88234,35,01,2015-12-16,6.2920545271
72602,35,01,2016-06-22,6.2920545271
56831,30,01,2016-03-30,6.2920545271
65901,35,01,2016-03-11,5.9746772897
79656,35,01,2016-01-29,5.9746772897
22593,35,01,2016-02-03,5.7227683627
58035,40,01,2016-04-17,6.2920545271
62313,25,01,2016-05-24,5.2921539288
83021,35,01,2016-05-10,5.9746772897
58293,25,01,2016-03-28,5.2921539288
51664,40,01,2016-02-06,5.9746772897
15562,35,01,2016-06-16,6.2920545271
64176,25,01,2016-05-21,6.2920545271
11194,45,01,2016-05-11,5.7227683627
45675,35,01,2016-05-10,6.2920545271
40636,30,01,2016-04-23,5.2921539288
35651,30,01,2016-06-03,5.2921539288
53090,40,01,2016-05-18,6.2920545271
90964,30,01,2016-02-19,5.9746772897
18765,35,01,2015-12-30,5.9746772897
61852,35,01,2016-05-20,5.7227683627
12766,30,01,2016-02-06,5.9746772897
62366,40,01,2016-01-28,6.1534138563
80189,40,01,2016-06-05,6.2920545271
64750,35,01,2016-02-16,5.2921539288
85665,25,01,2016-06-12,5.2921539288
28088,40,01,2016-01-26,6.1534138563
10772,30,02,2016-06-01,5.7227683627
26521,30,01,2016-02-11,5.9746772897
19481,35,01,2015-12-05,5.7227683627
58444,45,01,2016-05-04,5.9746772897
28211,40,01,2016-05-30,6.1534138563
68799,50,02,2016-04-23,5.9746772897
89737,30,01,2015-12-26,6.2920545271
46622,35,01,2016-01-02,6.2920545271
27953,35,01,2016-06-21,5.2921539288
40034,25,01,2016-03-30,5.7227683627
25397,35,02,2016-02-20,5.7227683627
75681,35,01,2015-12-17,5.9746772897
51400,25,01,2016-05-28,5.7227683627
10700,30,02,2016-01-07,5.9746772897
77804,25,01,2016-06-20,5.2921539288
45630,35,01,2016-03-15,5.9746772897
36399,35,01,2016-03-29,6.2920545271
63802,40,01,2016-04-15,5.9746772897
49332,40,01,2015-12-31,6.2920545271
25905,40,01,2016-05-03,5.9746772897
34880,40,01,2016-03-18,5.9746772897
48608,40,01,2016-06-28,6.2920545271
41832,40,01,2015-12-27,5.9746772897
80953,35,01,2016-01-27,5.2921539288
60672,35,01,2016-04-29,6.2920545271
73510,35,01,2015-12-02,6.1534138563
62548,30,01,2016-04-08,5.2921539288
10405,30,01,2016-04-25,5.2921539288
58878,35,01,2016-04-12,5.7227683627
76260,35,01,2016-06-14,6.2920545271
6318,25,01,2016-04-20,5.7227683627
9448,30,01,2016-06-03,5.2921539288
47174,25,02,2016-05-07,5.2921539288
58778,45,01,2016-02-22,6.2920545271
6929,30,01,2016-02-06,5.2921539288
89629,30,01,2015-12-18,5.9746772897
38795,50,01,2015-12-17,6.2920545271
78819,25,01,2016-04-20,5.7227683627
83711,25,01,2016-01-28,5.7227683627
22418,35,01,2016-02-16,6.2920545271
26277,40,01,2015-12-26,5.2921539288
14410,30,02,2016-05-31,5.9746772897
86721,30,01,2015-12-17,6.1534138563
54096,30,02,2016-06-03,6.1534138563
62998,30,01,2015-12-02,5.9746772897
41638,35,01,2016-03-25,6.1534138563
13239,30,02,2016-01-07,6.2920545271
29242,30,02,2016-03-23,5.2921539288
73345,45,02,2016-02-17,6.1534138563
7426,30,02,2016-06-27,5.9746772897
62354,35,01,2016-02-07,5.9746772897
13051,30,01,2016-04-26,5.2921539288
69711,35,01,2016-01-28,5.9746772897
60019,30,02,2016-03-20,5.7227683627
60694,30,01,2016-06-15,5.9746772897
90595,25,01,2016-04-22,5.9746772897
84989,30,01,2015-12-31,6.1534138563
67998,30,01,2016-02-21,5.2921539288
60350,35,01,2016-06-03,5.9746772897
58636,40,02,2016-03-11,5.2921539288
27179,30,01,2016-06-16,5.2921539288
42958,25,02,2016-02-13,5.2921539288
57071,30,02,2016-02-06,5.9746772897
32600,35,01,2016-01-26,5.7227683627
87213,40,01,2015-12-07,6.2920545271
40945,35,01,2015-12-28,5.9746772897
81946,35,01,2016-05-01,6.1534138563
88671,30,01,2016-04-19,5.7227683627
19028,30,01,2016-04-14,6.2920545271
41126,30,01,2016-03-10,5.7227683627
13679,40,01,2016-01-29,5.7227683627
55578,45,02,2016-02-14,5.7227683627
2785,25,01,2016-05-21,5.2921539288
35850,30,01,2016-01-04,6.2920545271
12090,30,01,2016-02-16,5.7227683627
26864,25,02,2016-03-31,5.2921539288
29369,45,01,2016-05-06,6.1534138563
50149,25,01,2016-04-30,6.1534138563
37892,30,01,2016-03-23,5.7227683627
57986,35,01,2015-12-31,5.7227683627
84967,30,01,2016-02-16,5.7227683627
38883,30,01,2016-02-26,5.7227683627
44060,40,01,2015-12-27,5.9746772897
57405,35,01,2016-06-21,5.9746772897
69909,30,01,2015-12-31,5.7227683627
80311,35,01,2015-12-23,5.7227683627
34877,30,01,2016-03-13,5.2921539288
15217,30,02,2016-04-14,5.7227683627
75045,30,01,2016-06-11,6.1534138563
5610,35,01,2016-05-11,6.2920545271
80812,30,01,2016-06-16,5.9746772897
68397,30,01,2016-03-25,5.2921539288
90296,25,01,2016-01-27,5.9746772897
37983,30,01,2016-06-05,5.9746772897
6475,30,02,2016-06-16,5.7227683627
6200,30,01,2015-12-18,5.7227683627
79083,30,01,2016-04-06,5.2921539288
24584,25,01,2016-03-23,5.2921539288
45064,35,01,2015-12-20,5.9746772897
44123,35,01,2016-04-14,6.2920545271
47549,35,01,2016-04-28,6.1534138563
46491,35,01,2016-04-19,5.7227683627
37064,30,02,2016-06-19,6.2920545271
35152,40,01,2016-05-07,5.2921539288
12532,35,01,2016-03-08,5.2921539288
56569,30,01,2016-05-10,6.2920545271
18825,25,01,2016-05-28,5.2921539288
46972,30,02,2016-05-06,5.9746772897
64506,45,01,2016-02-06,6.2920545271
43164,25,01,2016-03-10,6.1534138563
2725,30,01,2016-04-15,5.2921539288
15481,30,01,2016-02-07,5.2921539288
34488,35,01,2015-12-17,6.2920545271
35392,30,01,2016-03-13,6.2920545271
88161,30,01,2016-06-16,5.9746772897
13225,25,01,2016-06-19,6.2920545271
64117,25,01,2016-04-24,5.2921539288
70729,40,01,2016-02-23,6.2920545271
39351,40,01,2016-01-15,5.2921539288
48401,30,01,2016-02-03,6.2920545271
66604,30,01,2015-12-18,5.9746772897
15542,35,01,2016-06-20,5.9746772897
68401,35,01,2016-03-14,5.7227683627
84710,30,01,2016-02-07,5.7227683627
70320,40,02,2016-04-01,6.1534138563
60826,30,01,2015-12-17,5.9746772897
66297,35,01,2015-12-21,6.1534138563
80543,35,01,2016-05-31,6.2920545271
23600,30,01,2016-02-10,5.2921539288
13987,35,02,2016-06-01,5.7227683627
25519,25,01,2016-05-09,5.2921539288
62737,30,01,2016-02-24,6.2920545271
10407,25,01,2015-12-17,5.9746772897
25777,40,01,2016-06-22,6.2920545271
15641,25,02,2016-05-19,5.7227683627
88065,35,02,2016-01-09,6.2920545271
27961,50,01,2016-01-03,5.9746772897
47016,25,01,2016-01-28,5.9746772897
63869,40,01,2015-12-30,5.2921539288
37465,25,02,2016-03-29,5.2921539288
13726,35,01,2015-12-28,6.2920545271
63606,35,01,2016-01-20,5.2921539288
18927,35,01,2016-01-23,5.9746772897
86650,30,02,2016-04-22,6.2920545271
7222,30,02,2016-06-16,5.9746772897
52136,40,01,2016-02-17,6.2920545271
12188,40,01,2016-05-25,5.9746772897
64400,35,01,2016-05-08,6.2920545271
61562,40,01,2016-05-23,5.9746772897
2990,30,01,2016-01-27,6.1534138563
33769,30,01,2016-04-14,5.2921539288
69046,30,02,2016-06-16,6.2920545271
8072,40,01,2016-05-23,5.2921539288
78143,30,01,2016-02-16,5.9746772897
44910,35,01,2016-02-02,5.9746772897
5962,40,01,2016-01-28,5.9746772897
36186,25,01,2016-05-12,5.2921539288
18493,30,01,2016-06-15,6.2920545271
30362,30,02,2015-12-17,5.9746772897
61066,35,01,2016-06-30,6.1534138563
7515,30,01,2015-12-03,6.2920545271
11888,25,02,2016-04-14,5.2921539288
37751,40,01,2016-01-19,6.2920545271
1348,40,01,2016-06-28,6.2920545271
9184,25,01,2016-05-26,5.9746772897
67351,35,01,2016-06-29,5.9746772897
60465,35,01,2016-06-21,6.1534138563
2411,40,01,2016-02-17,5.2921539288
27301,30,01,2015-12-17,5.9746772897
9796,35,01,2016-04-22,6.1534138563
21507,40,01,2016-02-24,6.2920545271
72920,35,01,2016-02-12,5.9746772897
54698,30,01,2015-12-30,5.9746772897
59860,35,02,2016-02-16,5.9746772897
66622,35,01,2016-01-28,5.2921539288
56876,30,02,2016-02-03,6.1534138563
57187,30,01,2016-06-05,5.2921539288
59220,35,01,2016-02-04,6.2920545271
37774,40,01,2016-04-26,6.1534138563
360,25,01,2016-05-29,5.2921539288
79017,30,01,2016-06-22,5.2921539288
6597,35,01,2015-12-31,6.1534138563
50968,40,01,2015-12-04,5.2921539288
70386,30,01,2016-03-27,6.1534138563
20182,35,01,2016-03-22,5.7227683627
24964,25,01,2016-06-22,6.1534138563
26167,30,01,2016-05-24,5.2921539288
63760,25,01,2016-02-25,5.9746772897
11294,40,01,2016-02-21,6.2920545271
31884,30,01,2016-03-23,5.9746772897
61765,30,01,2016-03-24,6.2920545271
68835,45,01,2016-01-29,5.7227683627
6919,45,01,2016-01-28,5.9746772897
73636,35,02,2016-01-29,6.2920545271
56755,30,01,2016-05-21,5.2921539288
31003,30,01,2016-03-23,6.1534138563
4597,35,01,2016-06-16,6.2920545271
9793,25,01,2016-04-20,6.2920545271
1617,25,01,2016-05-07,6.2920545271
73237,35,02,2016-03-29,5.7227683627
68073,40,02,2016-04-23,5.2921539288
66484,30,01,2016-04-15,6.2920545271
72702,30,01,2016-06-22,5.7227683627
40598,35,02,2016-06-30,6.2920545271
59759,35,01,2016-01-12,5.7227683627
28981,40,01,2016-04-22,6.2920545271
73101,30,01,2016-06-13,5.2921539288
12610,35,01,2016-05-24,5.9746772897
2044,30,01,2016-02-17,5.7227683627
84087,35,01,2016-05-10,6.1534138563
89065,30,02,2016-02-04,6.2920545271
44061,25,01,2016-04-14,5.9746772897
55,35,01,2016-05-05,6.2920545271
23964,25,01,2016-05-20,5.2921539288
32351,30,01,2016-03-29,5.7227683627
71744,35,01,2015-12-16,5.9746772897
64151,30,01,2016-03-27,6.1534138563
60903,30,02,2016-02-13,5.9746772897
30570,30,01,2015-12-15,6.2920545271
6358,30,01,2016-01-01,6.2920545271
79475,25,01,2015-12-31,5.7227683627
61958,30,01,2016-01-28,6.2920545271
65333,40,01,2016-06-09,5.7227683627
16383,30,01,2016-03-24,5.7227683627
43584,30,01,2016-05-28,6.1534138563
6558,30,01,2016-03-24,5.2921539288
64733,30,01,2016-03-26,5.7227683627
33588,30,01,2015-12-17,6.2920545271
83154,45,01,2016-04-08,6.2920545271
34645,30,01,2016-03-29,6.2920545271
23143,30,01,2016-02-14,5.7227683627
78632,30,01,2015-12-27,6.2920545271
62598,25,01,2016-05-08,5.2921539288
49023,35,01,2015-12-02,6.1534138563
37258,25,01,2016-06-22,5.2921539288
19553,30,01,2016-02-19,6.2920545271
6725,40,01,2016-03-29,6.2920545271
10606,40,01,2016-02-16,5.7227683627
80673,35,01,2016-01-03,6.2920545271
81297,30,01,2016-02-16,5.9746772897
8674,45,01,2016-02-16,6.1534138563
50055,30,01,2016-01-28,6.2920545271
14993,50,01,2016-05-31,5.9746772897
31555,30,01,2015-12-30,5.9746772897
26719,35,01,2016-05-28,6.1534138563
9994,40,01,2016-02-04,5.7227683627
88901,30,01,2015-12-04,6.1534138563
70997,30,01,2016-02-10,5.9746772897
21259,30,01,2016-03-29,5.7227683627
43735,25,01,2016-01-01,5.7227683627
38757,45,01,2016-02-21,6.2920545271
24201,30,01,2016-03-29,5.2921539288
43400,30,01,2016-03-17,5.9746772897
19581,35,01,2016-05-20,5.9746772897
43317,35,01,2016-04-28,6.2920545271
63046,45,01,2016-05-21,6.1534138563
56757,35,01,2016-02-01,5.7227683627
48075,35,01,2016-01-28,5.9746772897
57712,30,01,2015-12-22,6.1534138563
49503,50,01,2016-03-15,5.9746772897
3375,40,01,2016-04-22,5.9746772897
34036,35,01,2016-06-21,6.2920545271
823,35,01,2016-03-07,6.2920545271
79825,40,01,2016-01-28,5.7227683627
74306,35,02,2016-01-28,6.1534138563
22524,25,01,2016-06-16,6.2920545271
27710,40,01,2016-03-28,6.2920545271
60050,40,01,2015-12-30,6.2920545271
54199,25,01,2016-02-17,5.7227683627
31626,25,01,2016-03-29,5.9746772897
57298,30,01,2016-02-17,5.2921539288
50312,35,02,2016-06-26,6.2920545271
77584,30,02,2016-04-06,6.1534138563
34837,35,01,2016-01-20,6.2920545271
34445,35,02,2016-04-23,5.2921539288
32247,30,01,2016-02-09,5.2921539288
46133,25,01,2016-05-19,5.2921539288
8544,30,01,2016-02-16,5.9746772897
80930,30,01,2016-05-02,5.9746772897
56262,25,01,2016-06-29,5.7227683627
44180,30,01,2016-04-13,5.7227683627
57025,25,01,2016-06-05,5.2921539288
3305,30,01,2016-04-03,5.7227683627
43719,40,01,2016-03-23,5.2921539288
82547,35,01,2016-02-04,5.7227683627
76882,30,01,2016-02-01,5.9746772897
36950,30,01,2016-05-07,6.2920545271
35779,30,02,2016-01-17,6.1534138563
72633,35,01,2016-06-06,6.1534138563
79113,25,01,2016-03-29,5.7227683627
46215,25,01,2016-05-25,5.9746772897
20027,25,01,2016-06-25,6.1534138563
7761,50,01,2016-04-21,6.2920545271
79115,30,01,2016-05-19,6.2920545271
32071,50,01,2015-12-14,6.2920545271
50674,30,01,2016-04-16,6.2920545271
17504,35,01,2016-06-11,6.2920545271
87714,40,01,2015-12-04,5.7227683627
49520,30,02,2015-12-06,5.2921539288
39403,30,01,2016-06-20,5.7227683627
47025,30,02,2016-03-08,5.2921539288
8881,40,02,2016-06-21,6.2920545271
81972,25,01,2016-05-19,5.2921539288
15712,25,02,2016-06-02,5.2921539288
24550,40,01,2016-06-30,5.2921539288
81658,30,01,2015-12-19,5.7227683627
68040,35,01,2016-05-25,6.2920545271
66787,25,01,2016-04-16,5.7227683627
9149,35,01,2016-03-23,5.2921539288
45400,40,01,2016-01-29,6.2920545271
79061,45,02,2016-01-07,5.9746772897
10215,40,01,2016-02-07,6.1534138563
43008,30,01,2016-05-20,6.2920545271
61052,30,01,2016-06-16,6.2920545271
54818,30,01,2016-03-25,5.2921539288
88008,30,01,2016-04-24,6.2920545271
25651,35,02,2016-04-14,6.1534138563
56732,40,01,2016-06-08,6.1534138563
79627,35,01,2016-02-17,5.2921539288
74110,35,01,2016-01-12,6.1534138563
72542,50,01,2016-06-08,5.7227683627
83646,30,01,2016-01-28,5.9746772897
7266,30,01,2016-03-13,6.1534138563
21333,30,01,2016-04-22,6.2920545271
34935,30,02,2016-05-28,5.7227683627
6193,30,01,2016-06-18,5.2921539288
24758,35,01,2016-04-16,5.7227683627
12012,30,01,2016-03-31,5.9746772897
21035,40,01,2016-05-03,6.2920545271
65579,30,01,2015-12-11,6.2920545271
69164,40,02,2016-01-28,5.2921539288
27119,35,01,2015-12-17,5.7227683627
1950,30,01,2016-01-28,5.2921539288
14898,25,01,2016-03-13,5.7227683627
25298,25,01,2016-04-24,5.9746772897
22328,35,01,2016-02-17,5.2921539288
45139,30,01,2016-02-16,5.9746772897
53710,35,01,2016-02-16,5.2921539288
81809,35,02,2016-03-12,5.7227683627
18619,30,01,2016-05-25,6.1534138563
65626,35,01,2016-04-20,5.7227683627
86049,35,01,2016-05-21,5.9746772897
6825,30,01,2016-06-08,5.9746772897
81032,30,01,2015-12-24,5.7227683627
28171,30,01,2015-12-17,6.2920545271
71530,40,01,2016-06-12,5.2921539288
15536,30,02,2016-05-07,5.2921539288
45990,40,01,2016-05-21,6.2920545271
70289,30,01,2015-12-05,5.7227683627
8636,40,01,2016-03-11,5.9746772897
55529,35,01,2016-03-25,5.2921539288
82977,30,02,2016-06-04,5.9746772897
89324,30,01,2016-02-17,5.9746772897
28982,35,01,2016-03-10,5.9746772897
20431,25,02,2016-05-25,6.1534138563
4413,30,01,2016-02-22,5.2921539288
22449,25,01,2016-06-05,5.2921539288
4875,30,02,2016-06-25,5.2921539288
5005,30,01,2015-12-29,5.7227683627
34834,25,02,2016-06-26,5.2921539288
80114,30,01,2016-03-12,5.2921539288
6695,35,01,2015-12-02,6.2920545271
15949,25,01,2016-05-24,5.2921539288
2134,25,01,2016-06-16,5.9746772897
490,30,01,2015-12-03,5.7227683627
89745,35,02,2016-04-14,5.9746772897
79973,40,01,2016-03-23,5.7227683627
66577,35,01,2016-02-01,6.2920545271
17710,30,01,2016-01-28,5.2921539288
31764,30,01,2016-01-18,5.7227683627
7193,25,01,2015-12-30,5.7227683627
85134,40,01,2016-06-15,5.7227683627
